,SOURCE,TARGET,RATE
1572,3,891,3
1573,3,460,3
1574,3,30,3
1575,3,557,3
1576,3,1849,3
1577,3,136,3
1578,3,1558,3
1579,3,115,3
1580,3,31,3
1581,3,890,3
1582,3,262,3
1583,3,190,3
1584,3,1555,3
1585,3,7595,3
1586,3,1361,3
1587,3,971,3
1588,3,1359,3
1589,3,1061,3
1590,3,1356,3
1591,3,42,3
1592,3,493,3
1593,3,331,3
1594,3,124,3
1595,3,1824,3
1596,3,621,3
1597,3,1036,3
1598,3,754,3
1599,3,1054,3
1600,3,702,3
1601,3,1818,3
1602,3,90,3
1603,3,396,3
1604,3,24,3
1605,3,13,3
1606,3,88,2
1607,3,163,2
1608,3,158,2
1609,3,590,2
1610,3,247,2
1611,3,3254,2
1612,3,1576,2
1613,3,7380,2
1614,3,7525,2
1615,3,2353,2
1616,3,638,2
1617,3,1174,2
1618,3,525,2
1619,3,289,2
1620,3,1363,2
1621,3,2346,2
1622,3,7512,2
1623,3,81,2
1624,3,7509,2
1625,3,646,2
1626,3,162,2
1627,3,1839,2
1628,3,21,2
1629,3,244,2
1630,3,1360,2
1631,3,7377,2
1632,3,2321,2
1633,3,174,2
1634,3,1548,2
1635,3,1834,2
1636,3,107,2
1637,3,969,2
1638,3,886,2
1639,3,1832,2
1640,3,641,2
1641,3,2306,2
1642,3,1790,2
1643,3,1523,2
1644,3,63,2
1645,3,937,2
1646,3,632,2
1647,3,2300,2
1648,3,1175,2
1649,3,752,2
1650,3,2295,2
1651,3,394,2
1652,3,2291,2
1653,3,1536,2
1654,3,358,2
1655,3,1339,2
1656,3,748,2
1657,3,1816,2
1658,3,7,2
1659,3,29,2
1660,3,7336,2
1661,3,1347,2
1662,3,290,1
1663,3,87,1
1664,3,72,1
1665,3,3328,1
1666,3,720,1
1667,3,650,1
1668,3,1379,1
1669,3,309,1
1670,3,3275,1
1671,3,1336,1
1672,3,345,1
1673,3,295,1
1674,3,3260,1
1675,3,1375,1
1676,3,97,1
1677,3,2903,1
1678,3,7390,1
1679,3,12,1
1680,3,753,1
1681,3,1853,1
1682,3,1184,1
1683,3,3221,1
1684,3,1560,1
1685,3,1358,1
1686,3,7341,1
1687,3,203,1
1688,3,3198,1
1689,3,976,1
1690,3,1063,1
1691,3,454,1
1692,3,3203,1
1693,3,3200,1
1694,3,1367,1
1695,3,433,1
1696,3,2053,1
1697,3,3181,1
1698,3,288,1
1699,3,2263,1
1700,3,757,1
1701,3,49,1
1702,3,111,1
1703,3,1843,1
1704,3,2336,1
1705,3,774,1
1706,3,3132,1
1707,3,1059,1
1708,3,2332,1
1709,3,2334,1
1710,3,3154,1
1711,3,691,1
1712,3,2328,1
1713,3,1550,1
1714,3,1060,1
1715,3,286,1
1716,3,2331,1
1717,3,205,1
1718,3,7431,1
1719,3,1459,1
1720,3,2315,1
1721,3,27,1
1722,3,1837,1
1723,3,135,1
1724,3,1835,1
1725,3,173,1
1726,3,125,1
1727,3,815,1
1728,3,10,1
1729,3,7432,1
1730,3,1815,1
1731,3,3127,1
1732,3,1836,1
1733,3,296,1
1734,3,266,1
1735,3,703,1
1736,3,1456,1
1737,3,7406,1
1738,3,242,1
1739,3,3105,1
1740,3,2311,1
1741,3,320,1
1742,3,40,1
1743,3,1129,1
1744,3,1147,1
1745,3,2308,1
1746,3,955,1
1747,3,755,1
1748,3,5679,1
1749,3,885,1
1750,3,100,1
1751,3,53,1
1752,3,2298,1
1753,3,3087,1
1754,3,228,1
1755,3,1274,1
1756,3,227,1
1757,3,1348,1
1758,3,75,1
1759,3,2285,1
1760,3,883,1
1761,3,8,1
1762,3,199,1
1763,3,2290,1
1764,3,11,1
1765,3,656,1
1766,3,62,1
1767,3,877,1
1768,3,95,1
1769,3,701,1
1770,3,1524,1
1771,3,1043,1
1772,3,116,1
1773,3,749,1
1774,3,3049,1
1775,3,876,1
1776,3,172,-1
1777,3,7604,-10
1778,97,4,10
1779,215,4,10
1780,479,4,10
1781,302,4,10
1782,39,4,10
1783,381,4,10
1784,148,4,10
1785,7603,4,9
1786,40,4,9
1787,312,4,9
1788,31,4,8
1789,131,4,8
1790,859,4,7
1791,437,4,7
1792,23,4,7
1793,37,4,7
1794,136,4,6
1795,25,4,6
1796,9,4,6
1797,777,4,6
1798,1398,4,6
1799,17,4,5
1800,77,4,5
1801,1445,4,5
1802,1009,4,5
1803,423,4,5
1804,510,4,5
1805,65,4,5
1806,420,4,5
1807,63,4,5
1808,224,4,5
1809,7582,4,5
1810,16,4,5
1811,311,4,5
1812,562,4,5
1813,223,4,5
1814,1230,4,5
1815,74,4,5
1816,54,4,5
1817,113,4,5
1818,119,4,5
1819,683,4,4
1820,231,4,4
1821,1239,4,4
1822,72,4,4
1823,567,4,4
1824,508,4,4
1825,139,4,4
1826,466,4,4
1827,534,4,4
1828,1085,4,4
1829,236,4,4
1830,771,4,4
1831,150,4,4
1832,106,4,4
1833,561,4,4
1834,768,4,4
1835,121,4,4
1836,168,4,4
1837,1270,4,3
1838,159,4,3
1839,177,4,3
1840,1264,4,3
1841,578,4,3
1842,3774,4,3
1843,1003,4,3
1844,367,4,3
1845,1107,4,3
1846,661,4,3
1847,274,4,3
1848,654,4,3
1849,910,4,3
1850,1091,4,3
1851,1401,4,3
1852,84,4,3
1853,531,4,3
1854,237,4,3
1855,270,4,3
1856,45,4,3
1857,501,4,3
1858,710,4,3
1859,91,4,3
1860,583,4,2
1861,1702,4,2
1862,3356,4,2
1863,95,4,2
1864,22,4,2
1865,21,4,2
1866,11,4,2
1867,47,4,2
1868,156,4,2
1869,733,4,2
1870,356,4,2
1871,1678,4,2
1872,1010,4,2
1873,7596,4,2
1874,781,4,2
1875,2017,4,2
1876,2002,4,2
1877,572,4,2
1878,202,4,2
1879,664,4,2
1880,1636,4,2
1881,181,4,2
1882,326,4,2
1883,341,4,2
1884,538,4,2
1885,88,4,2
1886,1233,4,2
1887,111,4,2
1888,2492,4,2
1889,536,4,2
1890,1621,4,2
1891,1415,4,2
1892,323,4,2
1893,1611,4,2
1894,609,4,2
1895,353,4,2
1896,366,4,2
1897,848,4,2
1898,1602,4,2
1899,365,4,2
1900,249,4,2
1901,419,4,2
1902,841,4,2
1903,468,4,2
1904,193,4,2
1905,917,4,2
1906,250,4,2
1907,99,4,2
1908,1816,4,1
1909,2103,4,1
1910,2405,4,1
1911,394,4,1
1912,227,4,1
1913,396,4,1
1914,411,4,1
1915,1054,4,1
1916,807,4,1
1917,178,4,1
1918,67,4,1
1919,1038,4,1
1920,489,4,1
1921,347,4,1
1922,38,4,1
1923,265,4,1
1924,2201,4,1
1925,361,4,1
1926,1295,4,1
1927,1737,4,1
1928,1139,4,1
1929,386,4,1
1930,140,4,1
1931,117,4,1
1932,727,4,1
1933,2001,4,1
1934,449,4,1
1935,1108,4,1
1936,1642,4,1
1937,1109,4,1
1938,918,4,1
1939,2511,4,1
1940,570,4,1
1941,716,4,1
1942,313,4,1
1943,718,4,1
1944,1615,4,1
1945,1218,4,1
1946,1086,4,1
1947,2485,4,1
1948,109,4,1
1949,7569,4,1
1950,1088,4,1
1951,535,4,1
1952,2467,4,1
1953,2468,4,1
1954,2465,4,1
1955,401,4,1
1956,772,4,1
1957,2454,4,1
1958,773,4,1
1959,711,4,1
1960,7550,4,1
1961,842,4,1
1962,153,4,1
1963,2442,4,1
1964,840,4,1
1965,2439,4,1
1966,379,4,1
1967,1908,4,1
1968,512,4,1
1969,251,4,1
1970,1087,4,1
1971,1909,4,1
1972,446,4,1
1973,532,4,1
1974,1209,4,1
1975,439,4,1
1976,10,4,1
1977,4,302,6
1978,4,7552,6
1979,4,168,6
1980,4,77,5
1981,4,423,5
1982,4,381,5
1983,4,63,5
1984,4,150,5
1985,4,311,5
1986,4,23,5
1987,4,148,5
1988,4,562,5
1989,4,45,5
1990,4,131,5
1991,4,501,5
1992,4,40,5
1993,4,91,5
1994,4,54,5
1995,4,119,5
1996,4,312,5
1997,4,626,4
1998,4,136,4
1999,4,31,4
2000,4,17,4
2001,4,683,4
2002,4,74,4
2003,4,479,4
2004,4,39,4
2005,4,1239,4
2006,4,1109,4
2007,4,510,4
2008,4,777,4
2009,4,65,4
2010,4,508,4
2011,4,534,4
2012,4,420,4
2013,4,7401,4
2014,4,437,4
2015,4,16,4
2016,4,223,4
2017,4,106,4
2018,4,1230,4
2019,4,37,4
2020,4,1270,3
2021,4,159,3
2022,4,25,3
2023,4,177,3
2024,4,11,3
2025,4,21,3
2026,4,215,3
2027,4,1678,3
2028,4,1445,3
2029,4,578,3
2030,4,1009,3
2031,4,572,3
2032,4,202,3
2033,4,97,3
2034,4,1108,3
2035,4,1107,3
2036,4,1398,3
2037,4,567,3
2038,4,274,3
2039,4,654,3
2040,4,661,3
2041,4,466,3
2042,4,910,3
2043,4,1091,3
2044,4,1602,3
2045,4,365,3
2046,4,841,3
2047,4,84,3
2048,4,379,3
2049,4,251,3
2050,4,917,3
2051,4,270,3
2052,4,561,3
2053,4,710,3
2054,4,121,3
2055,4,113,3
2056,4,583,2
2057,4,1702,2
2058,4,95,2
2059,4,1691,2
2060,4,489,2
2061,4,2201,2
2062,4,361,2
2063,4,47,2
2064,4,9,2
2065,4,386,2
2066,4,140,2
2067,4,7327,2
2068,4,1264,2
2069,4,356,2
2070,4,2024,2
2071,4,727,2
2072,4,1010,2
2073,4,781,2
2074,4,2017,2
2075,4,2002,2
2076,4,3774,2
2077,4,664,2
2078,4,1003,2
2079,4,367,2
2080,4,181,2
2081,4,1634,2
2082,4,326,2
2083,4,538,2
2084,4,88,2
2085,4,1233,2
2086,4,72,2
2087,4,1615,2
2088,4,536,2
2089,4,1621,2
2090,4,1415,2
2091,4,323,2
2092,4,1611,2
2093,4,1088,2
2094,4,609,2
2095,4,1085,2
2096,4,236,2
2097,4,145,2
2098,4,366,2
2099,4,771,2
2100,4,711,2
2101,4,380,2
2102,4,153,2
2103,4,419,2
2104,4,468,2
2105,4,193,2
2106,4,237,2
2107,4,250,2
2108,4,768,2
2109,4,439,2
2110,4,99,2
2111,4,1816,1
2112,4,2103,1
2113,4,3356,1
2114,4,2405,1
2115,4,227,1
2116,4,396,1
2117,4,411,1
2118,4,1054,1
2119,4,807,1
2120,4,2997,1
2121,4,178,1
2122,4,67,1
2123,4,1038,1
2124,4,521,1
2125,4,347,1
2126,4,1322,1
2127,4,265,1
2128,4,2868,1
2129,4,1025,1
2130,4,1295,1
2131,4,1737,1
2132,4,1139,1
2133,4,156,1
2134,4,35,1
2135,4,2740,1
2136,4,733,1
2137,4,26,1
2138,4,2709,1
2139,4,117,1
2140,4,859,1
2141,4,2001,1
2142,4,1636,1
2143,4,1642,1
2144,4,918,1
2145,4,2511,1
2146,4,341,1
2147,4,570,1
2148,4,716,1
2149,4,313,1
2150,4,718,1
2151,4,111,1
2152,4,2492,1
2153,4,1218,1
2154,4,1086,1
2155,4,2485,1
2156,4,109,1
2157,4,139,1
2158,4,535,1
2159,4,2467,1
2160,4,2468,1
2161,4,2465,1
2162,4,401,1
2163,4,353,1
2164,4,224,1
2165,4,772,1
2166,4,2454,1
2167,4,848,1
2168,4,773,1
2169,4,842,1
2170,4,249,1
2171,4,2442,1
2172,4,7550,1
2173,4,840,1
2174,4,2439,1
2175,4,1908,1
2176,4,512,1
2177,4,531,1
2178,4,1087,1
2179,4,1909,1
2180,4,446,1
2181,4,532,1
2182,4,1209,1
2183,4,10,1
2184,4,231,-1
2185,4,7589,-1
2186,4,7569,-1
2187,4,7582,-1
2188,4,211,-5
2189,4,7596,-10
2190,603,5,10
2191,191,5,10
2192,11,5,10
2193,68,5,10
2194,67,5,10
2195,248,5,10
2196,372,5,10
2197,42,5,9
2198,13,5,8
2199,19,5,8
2200,53,5,8
2201,163,5,7
2202,433,5,7
2203,31,5,6
2204,43,5,6
2205,557,5,6
2206,49,5,6
2207,58,5,5
2208,435,5,5
2209,32,5,5
2210,6,5,5
2211,158,5,5
2212,982,5,5
2213,100,5,5
2214,97,5,5
2215,7380,5,4
2216,24,5,4
2217,291,5,4
2218,1372,5,4
2219,818,5,4
2220,103,5,4
2221,335,5,4
2222,1192,5,4
2223,174,5,4
2224,893,5,4
2225,59,5,4
2226,12,5,4
2227,81,5,4
2228,904,5,3
2229,349,5,3
2230,36,5,3
2231,29,5,3
2232,85,5,3
2233,33,5,3
2234,61,5,3
2235,826,5,3
2236,122,5,3
2237,242,5,3
2238,197,5,3
2239,1872,5,3
2240,391,5,3
2241,1068,5,3
2242,88,5,3
2243,115,5,3
2244,7591,5,2
2245,96,5,2
2246,125,5,2
2247,82,5,2
2248,92,5,2
2249,178,5,2
2250,250,5,2
2251,3307,5,2
2252,3206,5,2
2253,26,5,2
2254,434,5,2
2255,118,5,2
2256,597,5,2
2257,309,5,2
2258,135,5,2
2259,684,5,2
2260,288,5,2
2261,1375,5,2
2262,801,5,2
2263,1373,5,2
2264,110,5,2
2265,7126,5,1
2266,222,5,1
2267,1535,5,1
2268,528,5,1
2269,198,5,1
2270,460,5,1
2271,238,5,1
2272,3336,5,1
2273,602,5,1
2274,47,5,1
2275,154,5,1
2276,641,5,1
2277,2395,5,1
2278,22,5,1
2279,599,5,1
2280,30,5,1
2281,245,5,1
2282,120,5,1
2283,1819,5,1
2284,3309,5,1
2285,310,5,1
2286,8,5,1
2287,774,5,1
2288,695,5,1
2289,1156,5,1
2290,280,5,1
2291,27,5,1
2292,1909,5,1
2293,3009,5,1
2294,462,5,1
2295,146,5,1
2296,2386,5,1
2297,484,5,1
2298,2354,5,1
2299,1194,5,1
2300,2333,5,1
2301,825,5,1
2302,1065,5,1
2303,292,5,1
2304,1378,5,1
2305,136,5,1
2306,93,5,1
2307,1868,5,1
2308,336,5,1
2309,216,5,1
2310,3254,5,1
2311,1854,5,1
2312,1376,5,1
2313,172,5,1
2314,692,5,1
2315,7444,5,1
2316,1859,5,1
2317,1832,5,1
2318,890,5,1
2319,3236,5,1
2320,7341,5,1
2321,988,5,1
2322,156,5,1
2323,2363,5,1
2324,3231,5,1
2325,2320,5,1
2326,706,5,1
2327,1491,5,1
2328,2335,5,1
2329,141,5,1
2330,395,5,1
2331,203,5,1
2332,289,5,1
2333,7531,5,-10
2334,5,67,8
2335,5,19,8
2336,5,8,8
2337,5,46,7
2338,5,13,7
2339,5,248,7
2340,5,6,6
2341,5,31,6
2342,5,53,6
2343,5,32,5
2344,5,435,5
2345,5,191,5
2346,5,100,5
2347,5,242,5
2348,5,68,5
2349,5,163,5
2350,5,335,5
2351,5,174,5
2352,5,42,5
2353,5,433,5
2354,5,59,4
2355,5,36,4
2356,5,58,4
2357,5,982,4
2358,5,49,4
2359,5,43,4
2360,5,291,4
2361,5,818,4
2362,5,557,4
2363,5,81,4
2364,5,85,3
2365,5,24,3
2366,5,61,3
2367,5,158,3
2368,5,826,3
2369,5,122,3
2370,5,1872,3
2371,5,391,3
2372,5,1068,3
2373,5,88,3
2374,5,893,3
2375,5,115,3
2376,5,12,3
2377,5,47,2
2378,5,96,2
2379,5,250,2
2380,5,29,2
2381,5,641,2
2382,5,26,2
2383,5,434,2
2384,5,118,2
2385,5,309,2
2386,5,1372,2
2387,5,135,2
2388,5,288,2
2389,5,1375,2
2390,5,262,2
2391,5,1192,2
2392,5,1373,2
2393,5,1535,1
2394,5,198,1
2395,5,125,1
2396,5,82,1
2397,5,92,1
2398,5,460,1
2399,5,238,1
2400,5,178,1
2401,5,3336,1
2402,5,602,1
2403,5,3307,1
2404,5,154,1
2405,5,2395,1
2406,5,599,1
2407,5,3206,1
2408,5,245,1
2409,5,120,1
2410,5,1819,1
2411,5,3309,1
2412,5,310,1
2413,5,774,1
2414,5,695,1
2415,5,1156,1
2416,5,280,1
2417,5,27,1
2418,5,1909,1
2419,5,33,1
2420,5,3009,1
2421,5,462,1
2422,5,146,1
2423,5,2386,1
2424,5,597,1
2425,5,2360,1
2426,5,2354,1
2427,5,1194,1
2428,5,2333,1
2429,5,825,1
2430,5,1065,1
2431,5,1378,1
2432,5,136,1
2433,5,97,1
2434,5,93,1
2435,5,1868,1
2436,5,684,1
2437,5,336,1
2438,5,216,1
2439,5,1854,1
2440,5,1376,1
2441,5,801,1
2442,5,103,1
2443,5,692,1
2444,5,7444,1
2445,5,1859,1
2446,5,1832,1
2447,5,1359,1
2448,5,890,1
2449,5,3236,1
2450,5,7341,1
2451,5,988,1
2452,5,2363,1
2453,5,3231,1
2454,5,979,1
2455,5,706,1
2456,5,156,1
2457,5,1491,1
2458,5,2335,1
2459,5,395,1
2460,5,203,1
2461,5,289,1
2462,5,7568,-1
2463,5,1551,-1
2464,5,1176,-1
2465,5,2397,-1
2466,5,7559,-5
2467,5,2408,-8
2468,5,7578,-10
2469,5,7591,-10
2470,5,416,-10
2471,5,7503,-10
2472,5,7480,-10
2473,5,2336,-10
2474,5,7479,-10
2475,5,7510,-10
2476,5,7532,-10
2477,5,7522,-10
2478,5,7523,-10
2479,5,338,-10
2480,5,7544,-10
2481,5,11,-10
2482,5,7406,-10
2483,5,7447,-10
2484,5,7521,-10
2485,5,7477,-10
2486,5,384,-10
2487,5,7575,-10
2488,5,255,-10
2489,5,7550,-10
2490,5,3516,-10
2491,5,7423,-10
2492,5,7485,-10
2493,5,759,-10
2494,5,946,-10
2495,5,7585,-10
2496,5,7563,-10
2497,5,3133,-10
2498,5,7433,-10
2499,5,7516,-10
2500,5,7380,-10
2501,5,197,-10
2502,5,7457,-10
2503,5,3254,-10
2504,5,314,-10
2505,5,7514,-10
2506,3305,6,10
2507,524,6,10
2508,36,6,10
2509,112,6,9
2510,56,6,9
2511,31,6,8
2512,100,6,8
2513,227,6,8
2514,177,6,8
2515,809,6,7
2516,92,6,7
2517,32,6,7
2518,19,6,6
2519,1057,6,6
2520,1541,6,6
2521,394,6,6
2522,11,6,6
2523,207,6,5
2524,12,6,5
2525,49,6,5
2526,59,6,5
2527,1371,6,5
2528,1571,6,5
2529,1185,6,5
2530,208,6,5
2531,90,6,5
2532,25,6,5
2533,1566,6,4
2534,557,6,4
2535,810,6,4
2536,198,6,4
2537,75,6,4
2538,29,6,4
2539,287,6,4
2540,1350,6,4
2541,734,6,4
2542,15,6,3
2543,1380,6,3
2544,185,6,3
2545,549,6,3
2546,266,6,3
2547,214,6,3
2548,526,6,3
2549,1064,6,3
2550,8,6,3
2551,431,6,3
2552,701,6,3
2553,33,6,3
2554,1361,6,3
2555,305,6,3
2556,1546,6,3
2557,95,6,3
2558,27,6,3
2559,1461,6,2
2560,458,6,2
2561,826,6,2
2562,1374,6,2
2563,7420,6,2
2564,2376,6,2
2565,7444,6,2
2566,168,6,2
2567,3222,6,2
2568,190,6,2
2569,754,6,2
2570,3158,6,2
2571,2326,6,2
2572,728,6,2
2573,278,6,2
2574,1542,6,2
2575,1830,6,2
2576,7,6,2
2577,124,6,2
2578,24,6,2
2579,280,6,2
2580,20,6,2
2581,7415,6,1
2582,295,6,1
2583,104,6,1
2584,245,6,1
2585,1157,6,1
2586,47,6,1
2587,150,6,1
2588,123,6,1
2589,2352,6,1
2590,330,6,1
2591,163,6,1
2592,2384,6,1
2593,2371,6,1
2594,306,6,1
2595,706,6,1
2596,1578,6,1
2597,115,6,1
2598,3176,6,1
2599,632,6,1
2600,815,6,1
2601,7390,6,1
2602,3155,6,1
2603,818,6,1
2604,1254,6,1
2605,1555,6,1
2606,1179,6,1
2607,1055,6,1
2608,7554,6,1
2609,106,6,1
2610,116,6,1
2611,107,6,1
2612,522,6,1
2613,1152,6,1
2614,244,6,1
2615,3112,6,1
2616,492,6,1
2617,331,6,1
2618,85,6,1
2619,1056,6,1
2620,3096,6,1
2621,3066,6,1
2622,188,6,1
2623,53,6,1
2624,3092,6,1
2625,16,6,1
2626,750,6,1
2627,1346,6,1
2628,203,6,1
2629,545,6,1
2630,149,6,1
2631,2292,6,1
2632,113,6,1
2633,117,6,1
2634,44,6,1
2635,519,6,1
2636,1776,6,1
2637,40,6,1
2638,7528,6,1
2639,30,6,1
2640,133,6,1
2641,1450,6,1
2642,408,6,1
2643,6,138,10
2644,6,56,9
2645,6,31,8
2646,6,1069,7
2647,6,809,7
2648,6,112,7
2649,6,227,7
2650,6,19,6
2651,6,1057,6
2652,6,394,6
2653,6,36,6
2654,6,32,6
2655,6,1395,5
2656,6,1371,5
2657,6,41,5
2658,6,59,4
2659,6,1546,4
2660,6,198,4
2661,6,75,4
2662,6,524,4
2663,6,287,4
2664,6,1350,4
2665,6,734,4
2666,6,207,3
2667,6,1571,3
2668,6,1185,3
2669,6,1566,3
2670,6,208,3
2671,6,8,3
2672,6,95,3
2673,6,11,3
2674,6,25,3
2675,6,92,3
2676,6,27,3
2677,6,549,2
2678,6,49,2
2679,6,306,2
2680,6,7444,2
2681,6,168,2
2682,6,1064,2
2683,6,557,2
2684,6,431,2
2685,6,162,2
2686,6,2326,2
2687,6,100,2
2688,6,278,2
2689,6,1542,2
2690,6,728,2
2691,6,7,2
2692,6,1541,2
2693,6,24,2
2694,6,113,2
2695,6,280,2
2696,6,330,2
2697,6,20,2
2698,6,1461,1
2699,6,7415,1
2700,6,295,1
2701,6,458,1
2702,6,185,1
2703,6,47,1
2704,6,826,1
2705,6,3365,1
2706,6,1157,1
2707,6,1374,1
2708,6,150,1
2709,6,1865,1
2710,6,12,1
2711,6,123,1
2712,6,2352,1
2713,6,3305,1
2714,6,163,1
2715,6,266,1
2716,6,1380,1
2717,6,2384,1
2718,6,214,1
2719,6,7420,1
2720,6,2371,1
2721,6,638,1
2722,6,706,1
2723,6,526,1
2724,6,3229,1
2725,6,1560,1
2726,6,115,1
2727,6,3222,1
2728,6,3192,1
2729,6,3176,1
2730,6,190,1
2731,6,754,1
2732,6,815,1
2733,6,810,1
2734,6,3155,1
2735,6,818,1
2736,6,7390,1
2737,6,1254,1
2738,6,3158,1
2739,6,1555,1
2740,6,1179,1
2741,6,1178,1
2742,6,1361,1
2743,6,701,1
2744,6,1055,1
2745,6,305,1
2746,6,106,1
2747,6,116,1
2748,6,107,1
2749,6,522,1
2750,6,1152,1
2751,6,1830,1
2752,6,244,1
2753,6,3112,1
2754,6,492,1
2755,6,331,1
2756,6,85,1
2757,6,124,1
2758,6,1056,1
2759,6,43,1
2760,6,3096,1
2761,6,3066,1
2762,6,53,1
2763,6,3092,1
2764,6,7551,1
2765,6,16,1
2766,6,1346,1
2767,6,203,1
2768,6,545,1
2769,6,149,1
2770,6,2292,1
2771,6,117,1
2772,6,44,1
2773,6,519,1
2774,6,1776,1
2775,6,642,1
2776,6,40,1
2777,6,30,1
2778,6,7528,1
2779,6,133,1
2780,6,39,1
2781,6,1450,1
2782,6,408,1
2783,6,177,-2
2784,6,7552,-10
2785,6,7604,-10
2786,6,90,-10
2787,6,7554,-10
2788,6,7587,-10
2789,174,7,10
2790,30,7,10
2791,36,7,10
2792,7517,7,10
2793,7536,7,10
2794,142,7,10
2795,1151,7,10
2796,429,7,9
2797,95,7,8
2798,266,7,8
2799,956,7,7
2800,638,7,7
2801,31,7,6
2802,203,7,6
2803,757,7,5
2804,5342,7,5
2805,391,7,5
2806,1178,7,5
2807,492,7,5
2808,640,7,5
2809,75,7,5
2810,2211,7,5
2811,11,7,5
2812,370,7,5
2813,25,7,4
2814,111,7,4
2815,124,7,4
2816,809,7,4
2817,8,7,4
2818,484,7,4
2819,190,7,4
2820,98,7,4
2821,58,7,3
2822,96,7,3
2823,173,7,3
2824,26,7,3
2825,27,7,3
2826,1346,7,3
2827,172,7,3
2828,5679,7,3
2829,877,7,3
2830,696,7,3
2831,549,7,3
2832,113,7,3
2833,878,7,3
2834,100,7,3
2835,801,7,3
2836,1782,7,3
2837,47,7,3
2838,156,7,3
2839,1036,7,3
2840,51,7,3
2841,197,7,3
2842,1768,7,3
2843,1310,7,3
2844,191,7,2
2845,417,7,2
2846,1064,7,2
2847,2336,7,2
2848,666,7,2
2849,87,7,2
2850,980,7,2
2851,645,7,2
2852,371,7,2
2853,7562,7,2
2854,1171,7,2
2855,110,7,2
2856,752,7,2
2857,123,7,2
2858,1152,7,2
2859,684,7,2
2860,750,7,2
2861,879,7,2
2862,2981,7,2
2863,13,7,2
2864,161,7,2
2865,946,7,2
2866,356,7,2
2867,506,7,2
2868,318,7,2
2869,21,7,2
2870,1325,7,2
2871,216,7,2
2872,2922,7,2
2873,24,7,2
2874,1309,7,2
2875,686,7,2
2876,1287,7,2
2877,1495,7,2
2878,2192,7,2
2879,2866,7,2
2880,497,7,1
2881,1180,7,1
2882,2361,7,1
2883,3378,7,1
2884,345,7,1
2885,85,7,1
2886,1057,7,1
2887,2381,7,1
2888,7585,7,1
2889,1185,7,1
2890,19,7,1
2891,1574,7,1
2892,614,7,1
2893,289,7,1
2894,6369,7,1
2895,115,7,1
2896,253,7,1
2897,70,7,1
2898,1059,7,1
2899,6014,7,1
2900,3145,7,1
2901,1360,7,1
2902,296,7,1
2903,1649,7,1
2904,621,7,1
2905,3002,7,1
2906,2302,7,1
2907,2301,7,1
2908,179,7,1
2909,165,7,1
2910,1348,7,1
2911,150,7,1
2912,768,7,1
2913,748,7,1
2914,523,7,1
2915,40,7,1
2916,882,7,1
2917,221,7,1
2918,7595,7,1
2919,7590,7,1
2920,214,7,1
2921,699,7,1
2922,7528,7,1
2923,3019,7,1
2924,1046,7,1
2925,7501,7,1
2926,3011,7,1
2927,62,7,1
2928,1162,7,1
2929,154,7,1
2930,204,7,1
2931,42,7,1
2932,1516,7,1
2933,743,7,1
2934,2987,7,1
2935,1153,7,1
2936,1033,7,1
2937,7588,7,1
2938,306,7,1
2939,1784,7,1
2940,83,7,1
2941,362,7,1
2942,146,7,1
2943,1282,7,1
2944,1308,7,1
2945,7442,7,1
2946,43,7,1
2947,65,7,1
2948,319,7,1
2949,1757,7,1
2950,348,7,1
2951,117,7,1
2952,2210,7,1
2953,2923,7,1
2954,2209,7,1
2955,483,7,1
2956,7565,7,1
2957,7600,7,1
2958,272,7,1
2959,29,7,1
2960,52,7,1
2961,452,7,1
2962,1147,7,1
2963,1760,7,1
2964,637,7,1
2965,2869,7,1
2966,2889,7,1
2967,22,7,1
2968,687,7,1
2969,7566,7,1
2970,2142,7,1
2971,1731,7,1
2972,2358,7,-1
2973,321,7,-2
2974,2408,7,-10
2975,7602,7,-10
2976,7601,7,-10
2977,7599,7,-10
2978,7598,7,-10
2979,7604,7,-10
2980,7594,7,-10
2981,7,34,8
2982,7,36,8
2983,7,370,8
2984,7,30,7
2985,7,638,7
2986,7,429,6
2987,7,956,6
2988,7,1151,6
2989,7,640,5
2990,7,145,5
2991,7,266,5
2992,7,203,5
2993,7,85,5
2994,7,75,5
2995,7,1178,4
2996,7,25,4
2997,7,492,4
2998,7,111,4
2999,7,1153,4
3000,7,190,4
3001,7,1499,4
3002,7,95,3
3003,7,5342,3
3004,7,757,3
3005,7,174,3
3006,7,330,3
3007,7,26,3
3008,7,27,3
3009,7,1346,3
3010,7,31,3
3011,7,877,3
3012,7,124,3
3013,7,809,3
3014,7,878,3
3015,7,100,3
3016,7,801,3
3017,7,1782,3
3018,7,47,3
3019,7,1036,3
3020,7,51,3
3021,7,197,3
3022,7,7565,3
3023,7,98,3
3024,7,1768,3
3025,7,1310,3
3026,7,417,2
3027,7,1064,2
3028,7,96,2
3029,7,645,2
3030,7,70,2
3031,7,391,2
3032,7,371,2
3033,7,7562,2
3034,7,2307,2
3035,7,1171,2
3036,7,752,2
3037,7,5679,2
3038,7,1152,2
3039,7,882,2
3040,7,750,2
3041,7,696,2
3042,7,8,2
3043,7,879,2
3044,7,113,2
3045,7,161,2
3046,7,946,2
3047,7,506,2
3048,7,21,2
3049,7,1308,2
3050,7,156,2
3051,7,2211,2
3052,7,484,2
3053,7,24,2
3054,7,1309,2
3055,7,1287,2
3056,7,1495,2
